,Date,NOAA No,Location,Lo,Area,Zpc,LL,NN,Mag,N_Bflare,N_Cflare,N_Mflare,N_Xflare
0,2015-01-01,2246,N19W56,108,70,Hsx,1,1,Alpha,0.0,0.0,0.0,0.0
1,2015-01-01,2248,S19W29,81,60,Hsx,2,2,Alpha,0.0,0.0,0.0,0.0
2,2015-01-01,2251,S13E05,47,190,Dai,8,11,Beta,0.0,0.0,0.0,0.0
3,2015-01-01,2252,S20E24,28,100,Cao,3,2,Beta,0.0,0.0,0.0,0.0
4,2015-01-01,2253,S06E48,4,270,Eac,11,14,Beta-Gamma,0.0,0.0,0.0,0.0
5,2015-01-01,2254,S22E09,43,20,Cso,3,4,Beta,0.0,0.0,0.0,0.0
0,2015-01-02,2246,N19W69,108,50,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
1,2015-01-02,2248,S19W42,81,50,Hax,2,1,Alpha,0.0,0.0,0.0,0.0
2,2015-01-02,2251,S13W09,48,140,Dao,9,6,Beta-Gamma,0.0,0.0,0.0,0.0
3,2015-01-02,2252,S20E11,28,90,Hax,2,2,Alpha,0.0,0.0,0.0,0.0
4,2015-01-02,2253,S07E35,4,460,Ekc,11,16,Beta-Gamma,0.0,3.0,0.0,0.0
5,2015-01-02,2254,S22W05,44,20,Cro,4,4,Beta,0.0,0.0,0.0,0.0
6,2015-01-02,2255,S14E76,322,60,Hax,3,1,Alpha,0.0,0.0,0.0,0.0
0,2015-01-03,2246,N19W83,108,90,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
1,2015-01-03,2248,S19W55,80,50,Hax,1,1,Alpha,0.0,1.0,0.0,0.0
2,2015-01-03,2251,S12W21,47,160,Dso,9,5,Beta,0.0,0.0,0.0,0.0
3,2015-01-03,2252,S20W01,26,60,Hax,1,1,Alpha,0.0,0.0,0.0,0.0
4,2015-01-03,2253,S06E22,3,770,Ekc,12,22,Beta-Gamma-Delta,3.0,1.0,0.0,0.0
5,2015-01-03,2254,S22W21,46,10,Axx,0,1,Alpha,0.0,0.0,0.0,0.0
6,2015-01-03,2255,S14E63,322,90,Hsx,3,1,Alpha,0.0,0.0,0.0,0.0
7,2015-01-03,2256,S08W47,72,20,Cro,2,1,Beta,0.0,1.0,0.0,0.0
0,2015-01-04,2248,S19W68,80,30,Hax,1,1,Alpha,0.0,0.0,0.0,0.0
1,2015-01-04,2251,S13W35,47,160,Dao,9,6,Beta,0.0,0.0,0.0,0.0
2,2015-01-04,2252,S20W15,27,60,Hsx,2,2,Alpha,0.0,0.0,0.0,0.0
3,2015-01-04,2253,S07E09,3,900,Ekc,15,31,Beta-Gamma-Delta,0.0,9.0,1.0,0.0
4,2015-01-04,2254,S22W35,47,10,Axx,2,2,Alpha,0.0,0.0,0.0,0.0
5,2015-01-04,2255,S15E51,321,100,Cao,3,3,Beta,0.0,0.0,0.0,0.0
6,2015-01-04,2256,S08W61,73,40,Cao,6,7,Beta,0.0,0.0,0.0,0.0
0,2015-01-05,2248,S19W82,81,20,Hax,1,1,Alpha,0.0,0.0,0.0,0.0
1,2015-01-05,2251,S13W48,47,100,Dso,8,5,Beta,0.0,0.0,0.0,0.0
2,2015-01-05,2252,S20W27,26,50,Hax,2,2,Alpha,0.0,0.0,0.0,0.0
3,2015-01-05,2253,S07W04,3,860,Ekc,15,42,Beta-Gamma-Delta,0.0,4.0,1.0,0.0
4,2015-01-05,2255,S16E38,321,160,Dai,4,9,Beta-Gamma,0.0,0.0,0.0,0.0
5,2015-01-05,2256,S08W74,73,30,Cao,6,5,Beta,0.0,0.0,0.0,0.0
0,2015-01-06,2251,S13W60,45,70,Dao,7,3,Beta,0.0,1.0,0.0,0.0
1,2015-01-06,2252,S19W41,26,10,Hax,1,1,Alpha,0.0,0.0,0.0,0.0
2,2015-01-06,2253,S07W18,3,700,Fkc,16,26,Beta-Gamma-Delta,0.0,4.0,0.0,0.0
3,2015-01-06,2255,S16E24,321,80,Dai,3,8,Beta-Gamma,0.0,0.0,0.0,0.0
4,2015-01-06,2256,S06W90,75,60,Cao,2,1,Beta,0.0,0.0,0.0,0.0
0,2015-01-07,2251,S13W74,46,60,Hax,2,1,Alpha,0.0,0.0,0.0,0.0
1,2015-01-07,2252,S20W54,26,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2015-01-07,2253,S06W30,2,460,Fkc,16,31,Beta-Gamma,0.0,3.0,0.0,0.0
3,2015-01-07,2255,S16E11,320,100,Dso,5,5,Beta,0.0,0.0,0.0,0.0
4,2015-01-07,2257,N05E12,320,40,Dao,4,3,Beta,0.0,1.0,0.0,0.0
5,2015-01-07,2258,N14E71,261,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2015-01-08,2251,S13W89,48,50,Hax,2,1,Alpha,0.0,0.0,0.0,0.0
1,2015-01-08,2252,S19W66,25,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2015-01-08,2253,S06W44,3,210,Fac,17,24,Beta-Gamma,0.0,2.0,0.0,0.0
3,2015-01-08,2255,S14W02,321,90,Cso,7,6,Beta,0.0,0.0,0.0,0.0
4,2015-01-08,2257,N05W01,320,100,Dai,7,13,Beta,0.0,0.0,0.0,0.0
5,2015-01-08,2258,N12E58,261,30,Hrx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2015-01-09,2253,S06W57,2,90,Esi,14,15,Beta,0.0,1.0,0.0,0.0
1,2015-01-09,2255,S14W16,321,60,Hsx,3,5,Alpha,0.0,0.0,0.0,0.0
2,2015-01-09,2257,N05W16,321,170,Dai,7,19,Beta,0.0,0.0,0.0,0.0
3,2015-01-09,2258,N13E51,254,30,Cro,11,6,Beta,0.0,1.0,0.0,0.0
4,2015-01-09,2259,S18E62,244,200,Eao,11,6,Beta,0.0,2.0,0.0,0.0
0,2015-01-10,2253,S06W71,4,70,Cso,14,8,Beta,0.0,0.0,0.0,0.0
1,2015-01-10,2255,S14W29,322,50,Hax,3,2,Alpha,0.0,0.0,0.0,0.0
2,2015-01-10,2257,N07W29,322,480,Dki,8,28,Beta-Delta,0.0,3.0,0.0,0.0
3,2015-01-10,2258,N13E38,255,30,Cro,12,3,Beta,0.0,0.0,0.0,0.0
4,2015-01-10,2259,S18E50,243,280,Eko,11,5,Beta-Gamma,0.0,2.0,0.0,0.0
5,2015-01-10,2260,N09E11,282,40,Dao,6,8,Beta,0.0,0.0,0.0,0.0
6,2015-01-10,2261,S10E72,221,30,Hsx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2015-01-11,2253,S06W85,5,10,Axx,1,1,Alpha,0.0,1.0,0.0,0.0
1,2015-01-11,2255,S16W44,324,70,Dao,8,6,Beta-Gamma,0.0,0.0,0.0,0.0
2,2015-01-11,2257,N07W42,322,470,Ekc,11,35,Beta-Delta,0.0,3.0,0.0,0.0
3,2015-01-11,2258,N14E25,255,20,Cro,13,4,Beta,0.0,0.0,0.0,0.0
4,2015-01-11,2259,S18E38,242,290,Eko,12,9,Beta-Gamma,0.0,1.0,0.0,0.0
5,2015-01-11,2260,N09W02,282,30,Cro,9,7,Beta,0.0,0.0,0.0,0.0
6,2015-01-11,2261,S11E57,223,30,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
7,2015-01-11,2262,S00W18,298,20,Cro,3,3,Beta,0.0,0.0,0.0,0.0
0,2015-01-12,2255,S15W55,322,130,Eao,12,18,Beta-Gamma-Delta,0.0,1.0,0.0,0.0
1,2015-01-12,2257,N07W55,322,450,Ekc,11,24,Beta-Gamma-Delta,0.0,3.0,0.0,0.0
2,2015-01-12,2258,N16E12,255,10,Bxo,2,3,Beta,0.0,0.0,0.0,0.0
3,2015-01-12,2259,S16E26,241,310,Eko,11,8,Beta-Gamma,0.0,1.0,0.0,0.0
4,2015-01-12,2260,N09W17,284,30,Cro,3,4,Beta,0.0,1.0,0.0,0.0
5,2015-01-12,2261,S11E45,222,30,Hsx,2,2,Alpha,0.0,0.0,0.0,0.0
6,2015-01-12,2262,S01W31,298,20,Cro,4,4,Beta,0.0,1.0,0.0,0.0
0,2015-01-13,2255,S15W68,322,110,Eao,11,11,Beta-Gamma,0.0,3.0,0.0,0.0
1,2015-01-13,2257,N07W68,322,380,Ekc,11,16,Beta-Gamma-Delta,0.0,1.0,0.0,0.0
2,2015-01-13,2259,S15E13,239,350,Eko,12,9,Beta-Gamma,0.0,0.0,0.0,0.0
3,2015-01-13,2260,N09W33,285,60,Dai,6,8,Beta,0.0,2.0,0.0,0.0
4,2015-01-13,2261,S11E31,223,30,Hsx,2,1,Alpha,0.0,1.0,0.0,0.0
5,2015-01-13,2262,S00W44,298,20,Cro,7,6,Beta,0.0,0.0,0.0,0.0
0,2015-01-14,2255,S16W80,319,110,Dao,8,7,Beta-Gamma,0.0,0.0,0.0,0.0
1,2015-01-14,2257,N07W81,320,240,Eac,11,6,Beta-Gamma-Delta,0.0,2.0,2.0,0.0
2,2015-01-14,2259,S15W01,241,360,Eko,13,10,Beta-Gamma,0.0,1.0,0.0,0.0
3,2015-01-14,2260,N09W47,286,60,Dao,7,4,Beta,0.0,0.0,0.0,0.0
4,2015-01-14,2261,S11E17,223,30,Hax,2,1,Alpha,0.0,0.0,0.0,0.0
5,2015-01-14,2262,N01W56,296,40,Cso,7,5,Beta,0.0,0.0,0.0,0.0
0,2015-01-15,2255,S16W89,316,80,Cao,7,3,Beta,0.0,0.0,0.0,0.0
1,2015-01-15,2257,N07W93,320,120,Dao,5,3,Beta-Gamma,0.0,8.0,1.0,0.0
2,2015-01-15,2259,S15W13,240,260,Ekc,11,15,Beta-Gamma-Delta,0.0,4.0,0.0,0.0
3,2015-01-15,2260,N10W59,286,70,Cao,8,6,Beta,0.0,1.0,0.0,0.0
4,2015-01-15,2261,S11E04,223,30,Hsx,1,1,Alpha,0.0,0.0,0.0,0.0
5,2015-01-15,2262,S01W68,295,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2015-01-16,2259,S16W24,238,160,Dac,7,13,Beta-Delta,0.0,0.0,0.0,0.0
1,2015-01-16,2260,N09W74,288,60,Cso,8,4,Beta,0.0,0.0,0.0,0.0
2,2015-01-16,2261,S11W09,223,20,Hax,2,1,Alpha,0.0,0.0,0.0,0.0
3,2015-01-16,2263,N22E50,164,30,Cro,3,4,Beta,0.0,0.0,0.0,0.0
0,2015-01-17,2259,S17W36,237,130,Dai,6,13,Beta-Gamma,0.0,0.0,0.0,0.0
1,2015-01-17,2260,N09W86,287,30,Cao,5,4,Beta,0.0,1.0,0.0,0.0
2,2015-01-17,2261,S12W22,223,20,Hsx,2,2,Alpha,0.0,0.0,0.0,0.0
3,2015-01-17,2263,N22E36,165,30,Dro,5,5,Beta,0.0,0.0,0.0,0.0
4,2015-01-17,2264,N09E46,155,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2015-01-18,2259,S16W48,236,100,Dao,5,14,Beta,0.0,0.0,0.0,0.0
1,2015-01-18,2261,S11W34,222,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2015-01-18,2263,N22E21,167,10,Bxo,6,4,Beta,0.0,0.0,0.0,0.0
0,2015-01-19,2259,S16W62,237,90,Cso,3,5,Beta,0.0,1.0,0.0,0.0
1,2015-01-19,2261,S11W47,222,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2015-01-19,2263,N21E09,166,10,Bxo,3,2,Beta,0.0,0.0,0.0,0.0
3,2015-01-19,2265,S23E04,180,20,Cro,3,4,Beta,0.0,0.0,0.0,0.0
4,2015-01-19,2266,S06E11,164,30,Cri,5,13,Beta,0.0,0.0,0.0,0.0
0,2015-01-20,2259,S16W74,235,70,Hsx,2,1,Alpha,0.0,1.0,0.0,0.0
1,2015-01-20,2265,S23W10,172,20,Cao,4,4,Beta,0.0,0.0,0.0,0.0
2,2015-01-20,2266,S06W03,165,130,Dai,6,16,Beta-Gamma,0.0,2.0,0.0,0.0
3,2015-01-20,2267,N18E58,104,30,Hax,1,1,Alpha,0.0,0.0,0.0,0.0
0,2015-01-21,2259,S15W89,237,40,Hsx,3,1,Alpha,1.0,0.0,0.0,0.0
1,2015-01-21,2265,S21W24,172,20,Cro,2,1,Beta,0.0,0.0,0.0,0.0
2,2015-01-21,2266,S06W18,167,120,Dso,7,14,Beta,0.0,1.0,0.0,0.0
3,2015-01-21,2267,N18E44,105,30,Hrx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2015-01-22,2265,S21W36,171,10,Hrx,4,2,Alpha,0.0,0.0,0.0,0.0
1,2015-01-22,2266,S06W31,166,130,Dao,9,17,Beta,0.0,0.0,0.0,0.0
2,2015-01-22,2267,N18E32,103,20,Hrx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2015-01-23,2265,S21W51,173,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
1,2015-01-23,2266,S04W45,167,110,Dao,9,7,Beta,0.0,0.0,0.0,0.0
2,2015-01-23,2267,N18E17,105,10,Hrx,1,2,Alpha,0.0,0.0,0.0,0.0
3,2015-01-23,2268,S10E67,54,230,Dao,3,1,Beta,0.0,3.0,1.0,0.0
4,2015-01-23,2269,N08E36,85,10,Bxo,3,2,Beta,0.0,0.0,0.0,0.0
0,2015-01-24,2266,S05W58,167,80,Dso,9,4,Beta,0.0,0.0,0.0,0.0
1,2015-01-24,2267,N18E06,103,10,Cro,3,2,Beta,0.0,0.0,0.0,0.0
2,2015-01-24,2268,S10E60,49,420,Ekc,14,7,Beta-Gamma,2.0,4.0,0.0,0.0
3,2015-01-24,2269,N08E22,87,10,Bxo,4,5,Beta,0.0,0.0,0.0,0.0
4,2015-01-24,2270,S18E55,54,10,Axx,1,2,Alpha,0.0,2.0,0.0,0.0
0,2015-01-25,2266,S05W70,166,60,Dso,7,3,Beta,0.0,0.0,0.0,0.0
1,2015-01-25,2267,N18W07,103,10,Bxo,4,2,Beta,1.0,0.0,0.0,0.0
2,2015-01-25,2268,S10E48,48,460,Ekc,15,8,Beta-Gamma,2.0,2.0,0.0,0.0
3,2015-01-25,2269,N09E09,87,10,Bxo,4,4,Beta,0.0,0.0,0.0,0.0
0,2015-01-26,2266,S05W84,167,50,Cao,8,3,Beta,0.0,0.0,0.0,0.0
1,2015-01-26,2268,S10E35,48,360,Eki,15,10,Beta-Gamma,1.0,1.0,0.0,0.0
2,2015-01-26,2269,N09W06,89,10,Bxo,6,3,Beta,0.0,0.0,0.0,0.0
3,2015-01-26,2271,N18E09,74,40,Cao,6,9,Beta,0.0,0.0,0.0,0.0
0,2015-01-27,2268,S11E22,46,430,Eki,15,16,Beta-Gamma,1.0,4.0,1.0,0.0
1,2015-01-27,2269,N07W22,91,30,Cro,5,3,Beta,0.0,0.0,0.0,0.0
2,2015-01-27,2271,N17W04,73,60,Dai,5,10,Beta-Gamma,0.0,2.0,0.0,0.0
3,2015-01-27,2272,N13E60,10,30,Cao,3,2,Beta,0.0,0.0,0.0,0.0
4,2015-01-27,2273,S03E03,67,10,Bxo,3,3,Beta,0.0,0.0,0.0,0.0
5,2015-01-27,2274,S03W05,74,10,Bxo,3,3,Beta,0.0,0.0,0.0,0.0
6,2015-01-27,2275,S16W14,83,10,Cso,3,3,Beta,0.0,0.0,0.0,0.0
0,2015-01-28,2268,S10E09,46,480,Fkc,16,24,Beta-Gamma,0.0,2.0,0.0,0.0
1,2015-01-28,2269,N07W36,91,20,Cai,6,5,Beta,0.0,0.0,0.0,0.0
2,2015-01-28,2271,N18W18,74,120,Dai,8,10,Beta-Gamma,0.0,0.0,0.0,0.0
3,2015-01-28,2272,N13E49,6,40,Cso,6,3,Beta,0.0,0.0,0.0,0.0
4,2015-01-28,2273,S03W12,67,90,Dao,5,6,Beta,0.0,1.0,0.0,0.0
5,2015-01-28,2275,S17W26,82,90,Dai,4,11,Beta-Gamma,0.0,0.0,0.0,0.0
0,2015-01-29,2268,S10W05,48,410,Fkc,16,29,Beta-Gamma,0.0,3.0,1.0,0.0
1,2015-01-29,2269,N07W51,94,10,Axx,6,1,Alpha,0.0,0.0,0.0,0.0
2,2015-01-29,2271,N18W30,73,110,Dai,8,10,Beta-Gamma,0.0,0.0,0.0,0.0
3,2015-01-29,2272,N12E31,9,30,Hax,2,1,Alpha,0.0,0.0,0.0,0.0
4,2015-01-29,2273,N03W26,69,50,Cao,5,4,Beta,0.0,0.0,0.0,0.0
5,2015-01-29,2275,S17W40,83,200,Dai,6,11,Beta-Gamma,0.0,0.0,0.0,0.0
6,2015-01-29,2276,S07E25,18,10,Bxo,3,3,Beta,0.0,1.0,0.0,0.0
7,2015-01-29,2277,N07E67,336,30,Hax,2,1,Alpha,0.0,1.0,1.0,0.0
0,2015-01-30,2268,S10W17,47,510,Fhc,16,35,Beta-Gamma,0.0,2.0,1.0,0.0
1,2015-01-30,2271,N17W44,74,170,Dac,10,20,Beta-Gamma,0.0,1.0,0.0,0.0
2,2015-01-30,2272,N12E18,12,20,Hax,2,2,Alpha,0.0,0.0,0.0,0.0
3,2015-01-30,2273,S04W41,71,40,Cao,2,5,Beta,0.0,0.0,0.0,0.0
4,2015-01-30,2275,S17W53,83,140,Dao,6,10,Beta-Gamma,0.0,0.0,0.0,0.0
5,2015-01-30,2276,S07E12,18,10,Bxo,5,6,Beta,0.0,1.0,0.0,0.0
6,2015-01-30,2277,N07E61,329,260,Fhc,20,17,Beta-Gamma,0.0,12.0,0.0,0.0
7,2015-01-30,2278,S09E24,6,10,Bxo,6,6,Beta,0.0,0.0,0.0,0.0
0,2015-01-31,2268,S10W31,48,500,Fhc,17,38,Beta-Gamma,0.0,1.0,2.0,0.0
1,2015-01-31,2271,N17W58,75,230,Dac,10,13,Beta-Gamma,0.0,1.0,0.0,0.0
2,2015-01-31,2272,N12E05,12,20,Hax,1,1,Alpha,0.0,0.0,0.0,0.0
3,2015-01-31,2273,S03W55,72,30,Cao,5,5,Beta,0.0,0.0,0.0,0.0
4,2015-01-31,2275,S17W67,84,140,Dao,6,7,Beta,0.0,0.0,0.0,0.0
5,2015-01-31,2276,S07W01,18,10,Bxo,3,3,Beta,0.0,1.0,0.0,0.0
6,2015-01-31,2277,N08E47,330,510,Fkc,21,41,Beta-Gamma,0.0,1.0,1.0,0.0
7,2015-01-31,2278,S08E10,7,10,Bxo,5,5,Beta,0.0,0.0,0.0,0.0
0,2015-02-01,2268,S10W44,48,480,Fkc,18,23,Beta-Gamma,0.0,2.0,0.0,0.0
1,2015-02-01,2271,N17W70,74,220,Eao,11,6,Beta,1.0,0.0,0.0,0.0
2,2015-02-01,2272,N12W09,13,20,Hax,1,1,Alpha,0.0,0.0,0.0,0.0
3,2015-02-01,2273,S03W69,73,20,Hrx,1,2,Alpha,0.0,0.0,0.0,0.0
4,2015-02-01,2275,S17W80,84,80,Dao,8,5,Beta,0.0,1.0,0.0,0.0
5,2015-02-01,2276,S07W16,20,10,Bxo,3,3,Beta,0.0,0.0,0.0,0.0
6,2015-02-01,2277,N08E33,331,480,Fkc,22,32,Beta-Gamma,0.0,2.0,0.0,0.0
7,2015-02-01,2278,S08W04,8,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2015-02-02,2268,S11W57,48,320,Fki,18,18,Beta-Gamma,0.0,3.0,0.0,0.0
1,2015-02-02,2271,N18W84,75,180,Eao,12,3,Beta,0.0,0.0,0.0,0.0
2,2015-02-02,2272,N13W22,13,20,Hrx,1,2,Alpha,0.0,0.0,0.0,0.0
3,2015-02-02,2273,S03W82,73,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
4,2015-02-02,2275,S17W94,85,60,Cao,7,2,Beta,0.0,1.0,0.0,0.0
5,2015-02-02,2277,N08E20,331,440,Fkc,26,46,Beta-Gamma,0.0,2.0,0.0,0.0
0,2015-02-03,2268,S11W71,48,220,Fai,17,12,Beta-Gamma,0.0,0.0,0.0,0.0
1,2015-02-03,2272,N13W36,13,10,Axx,1,3,Alpha,0.0,0.0,0.0,0.0
2,2015-02-03,2277,N08E06,331,400,Fki,27,40,Beta,0.0,2.0,0.0,0.0
3,2015-02-03,2279,S19W58,35,30,Cro,4,6,Beta,0.0,0.0,0.0,0.0
4,2015-02-03,2280,S09E55,282,20,Bxo,5,6,Beta,0.0,1.0,0.0,0.0
0,2015-02-04,2268,S11W85,49,220,Fai,17,12,Beta-Gamma,0.0,0.0,0.0,0.0
1,2015-02-04,2277,N09W06,329,440,Fko,28,36,Beta-Gamma,0.0,5.0,0.0,0.0
2,2015-02-04,2279,S21W71,34,30,Cro,6,3,Beta,0.0,0.0,0.0,0.0
3,2015-02-04,2280,S06E42,281,80,Dai,5,10,Beta,0.0,2.0,0.0,0.0
4,2015-02-04,2281,N13E75,249,60,Cao,2,1,Beta,0.0,0.0,0.0,0.0
0,2015-02-05,2277,N08W18,328,490,Fki,28,34,Beta-Gamma,0.0,1.0,1.0,0.0
1,2015-02-05,2279,S19W85,35,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2015-02-05,2280,S08E30,280,150,Dac,10,7,Beta,0.0,1.0,0.0,0.0
3,2015-02-05,2281,N13E61,249,50,Cao,10,3,Beta,0.0,0.0,0.0,0.0
0,2015-02-06,2277,S08W32,330,340,Fki,28,42,Beta-Gamma,0.0,3.0,0.0,0.0
1,2015-02-06,2280,S08E15,283,140,Dac,10,9,Beta-Gamma,0.0,0.0,0.0,0.0
2,2015-02-06,2281,N13E46,252,80,Cao,10,5,Beta,0.0,0.0,0.0,0.0
0,2015-02-07,2277,N09W44,329,200,Fai,28,20,Beta-Gamma,0.0,1.0,0.0,0.0
1,2015-02-07,2280,S07E01,284,160,Dac,10,16,Beta-Gamma,0.0,1.0,0.0,0.0
2,2015-02-07,2281,N14E34,251,80,Cao,8,5,Beta,0.0,1.0,0.0,0.0
0,2015-02-08,2277,N09W57,329,200,Fai,27,14,Beta-Gamma,0.0,2.0,0.0,0.0
1,2015-02-08,2280,S08W13,285,180,Dac,9,19,Beta-Gamma,0.0,2.0,0.0,0.0
2,2015-02-08,2281,N13E23,249,70,Dao,4,6,Beta-Gamma,0.0,0.0,0.0,0.0
3,2015-02-08,2282,N15E76,196,30,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
0,2015-02-09,2277,N09W70,328,100,Fai,25,14,Beta-Gamma,0.0,3.0,0.0,0.0
1,2015-02-09,2280,S07W25,283,210,Dac,9,28,Beta-Gamma-Delta,0.0,3.0,0.0,0.0
2,2015-02-09,2281,N14E09,249,110,Dac,6,10,Beta-Gamma,0.0,0.0,0.0,0.0
3,2015-02-09,2282,N15E65,193,90,Cao,3,2,Beta,0.0,1.0,0.0,0.0
0,2015-02-10,2277,N09W83,328,50,Cso,5,8,Beta,0.0,0.0,0.0,0.0
1,2015-02-10,2280,S07W40,285,260,Ekc,11,16,Beta-Gamma-Delta,0.0,4.0,0.0,0.0
2,2015-02-10,2281,N14W06,251,50,Dac,8,11,Beta-Gamma,0.0,2.0,0.0,0.0
3,2015-02-10,2282,N14E51,194,110,Dso,3,7,Beta,0.0,2.0,1.0,0.0
0,2015-02-11,2277,N08W94,326,30,Hsx,3,1,Alpha,0.0,1.0,0.0,0.0
1,2015-02-11,2280,S07W53,284,300,Ekc,11,17,Beta-Gamma-Delta,0.0,3.0,0.0,0.0
2,2015-02-11,2281,N12W20,252,60,Eac,11,14,Beta-Gamma,0.0,0.0,0.0,0.0
3,2015-02-11,2282,N11E48,184,220,Dso,9,10,Beta-Gamma,0.0,1.0,0.0,0.0
0,2015-02-12,2280,S07W66,284,240,Dac,10,16,Beta,0.0,0.0,0.0,0.0
1,2015-02-12,2281,N13W34,252,20,Cao,14,17,Beta,0.0,0.0,0.0,0.0
2,2015-02-12,2282,N11E31,187,250,Eho,13,13,Beta,0.0,2.0,0.0,0.0
0,2015-02-13,2280,S06W81,287,140,Cso,6,3,Beta,0.0,1.0,0.0,0.0
1,2015-02-13,2282,N10E16,190,240,Eso,13,15,Beta-Gamma,2.0,1.0,0.0,0.0
2,2015-02-13,2283,N06W11,217,20,Cro,3,2,Beta,0.0,0.0,0.0,0.0
0,2015-02-14,2280,S09W95,288,30,Cso,2,2,Beta,0.0,0.0,0.0,0.0
1,2015-02-14,2282,N10E04,189,220,Csi,12,10,Beta-Gamma,1.0,0.0,0.0,0.0
2,2015-02-14,2283,N06W24,217,10,Bxo,3,4,Beta,0.0,0.0,0.0,0.0
3,2015-02-14,2284,N14E56,137,30,Cro,4,3,Beta,0.0,0.0,0.0,0.0
0,2015-02-15,2282,N11W09,188,220,Csi,11,13,Beta-Gamma,1.0,0.0,0.0,0.0
1,2015-02-15,2283,N07W38,217,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2015-02-15,2284,N13E43,136,20,Cro,6,5,Beta,1.0,0.0,0.0,0.0
0,2015-02-16,2282,N11W24,190,210,Cso,10,8,Beta,1.0,0.0,0.0,0.0
1,2015-02-16,2284,N14E29,137,10,Bxo,6,2,Beta,0.0,0.0,0.0,0.0
2,2015-02-16,2285,S09W14,180,20,Cro,3,5,Beta,0.0,0.0,0.0,0.0
0,2015-02-17,2282,N11W37,190,210,Cso,9,10,Beta,1.0,0.0,0.0,0.0
1,2015-02-17,2284,N15E16,137,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2015-02-17,2285,S09W29,182,10,Bxo,2,3,Beta,0.0,0.0,0.0,0.0
0,2015-02-18,2282,N11W51,191,170,Cao,8,7,Beta,1.0,0.0,0.0,0.0
1,2015-02-18,2284,N14E04,136,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2015-02-18,2285,S08W43,183,10,Axx,1,2,Alpha,0.0,0.0,0.0,0.0
0,2015-02-19,2282,N11W64,191,140,Cao,7,6,Beta,0.0,1.0,0.0,0.0
